Seq#,ID#,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence
2266,18630,1,155,16,1,16,1,0,0,0,0,0,0,0,0,0,1
111,950,1,75,14,1,14,0,1,0,0,0,0,0,0,0,0,0
3523,29269,1,189,4,2,8,0,0,0,0,0,0,0,0,0,0,0
343,3024,1,248,16,7,44,1,1,3,0,0,1,1,1,0,0,0
3785,31315,0,165,16,2,20,1,0,1,0,0,0,0,0,0,0,0
2639,21906,1,81,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1789,14780,1,173,16,2,20,0,0,0,1,0,0,0,0,0,0,1
1260,10571,0,136,2,2,8,0,0,0,0,0,0,0,0,0,0,1
3113,25721,1,32,8,2,10,0,0,0,0,0,0,0,0,0,0,0
2747,22737,1,405,14,9,54,1,0,1,3,1,2,0,0,0,0,0
656,5855,1,49,24,1,24,1,0,0,0,0,0,0,0,0,0,0
1141,9633,1,217,14,4,28,1,1,1,0,0,1,0,0,0,0,0
2777,22991,1,302,10,1,10,0,0,0,0,0,1,2,0,0,0,0
1579,13095,1,422,34,12,90,2,1,6,0,1,0,1,0,0,0,0
195,1672,1,102,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3721,30945,1,452,10,12,60,3,1,2,1,0,0,1,0,0,0,0
1880,15523,1,232,6,11,44,3,0,4,1,0,0,0,0,0,0,0
2972,24609,1,233,12,2,20,1,0,0,0,0,0,0,1,0,0,0
3944,32515,1,181,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1586,13138,1,290,8,2,16,0,0,0,0,1,0,0,0,0,0,0
3393,28063,1,103,34,2,36,1,1,0,0,0,0,0,0,0,0,0
359,3099,0,248,34,7,52,4,0,0,1,1,1,0,0,0,0,0
3427,28374,0,268,20,7,50,3,0,2,0,1,0,0,0,0,0,0
3131,25857,1,431,14,11,70,1,3,4,1,0,0,3,0,0,0,0
2919,24094,0,236,4,2,10,0,0,0,0,0,0,1,0,0,0,0
1178,9850,1,226,12,10,44,1,1,3,1,0,1,2,1,0,1,0
3266,26905,1,270,4,11,68,1,0,2,1,0,0,0,0,0,0,0
2029,16789,0,192,10,11,72,4,1,1,1,0,0,0,0,0,0,0
2653,22000,1,148,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3160,26059,1,427,20,10,54,5,0,2,0,0,0,3,0,1,0,0
1427,11878,0,246,10,6,22,1,1,1,1,1,0,0,1,1,0,0
1056,8738,1,128,2,2,6,0,0,0,0,0,0,0,0,0,0,0
3888,32073,1,151,18,5,28,1,0,3,1,0,1,0,0,0,0,0
1717,14193,1,95,6,1,6,0,0,0,0,0,1,0,0,0,0,0
1642,13602,1,177,8,10,32,1,0,1,1,1,0,0,0,0,0,0
3890,32092,1,139,12,1,12,0,0,0,0,0,0,0,0,0,0,0
675,5931,1,32,16,1,16,0,1,0,0,0,0,0,0,0,0,0
3783,31298,0,137,14,2,22,2,0,0,0,0,0,0,0,0,0,0
2064,17083,1,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3312,27302,0,288,28,2,34,0,0,0,1,0,0,0,1,0,0,0
3779,31284,1,133,4,6,38,0,0,0,2,1,0,0,0,0,0,0
618,5605,0,76,20,1,20,0,0,0,0,0,0,1,0,0,0,0
3914,32248,1,368,4,10,50,0,3,0,1,2,0,0,0,0,0,0
1161,9737,1,270,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3726,30982,1,310,2,3,18,0,0,1,0,0,0,0,0,0,0,0
3757,31178,1,81,4,2,8,0,0,0,0,0,0,0,0,0,0,0
899,7483,1,251,14,2,20,0,2,0,0,0,0,0,0,0,0,0
321,2847,1,218,24,2,30,1,0,1,0,0,0,0,0,0,0,0
17,125,1,226,14,6,28,2,1,2,0,0,1,0,1,0,0,0
2017,16695,1,264,16,6,38,2,1,2,0,0,0,0,0,1,0,0
593,5366,1,300,12,5,24,0,0,0,2,1,1,0,0,0,0,0
1934,16025,1,102,16,2,24,0,0,1,0,0,0,0,0,0,0,0
3466,28761,1,341,14,8,34,2,0,2,1,0,0,0,0,0,0,0
199,1740,0,24,8,1,8,0,0,0,0,0,0,0,0,0,0,0
3782,31295,1,171,16,1,16,1,0,0,0,0,0,0,0,0,0,0
2944,24361,1,251,16,1,16,0,0,1,0,0,0,0,0,0,0,1
2261,18601,0,392,2,9,32,2,0,1,0,0,0,0,0,0,0,0
791,6726,0,451,6,11,68,2,2,2,0,2,0,0,1,1,0,0
1523,12646,1,105,16,2,22,1,0,0,1,0,0,0,1,0,0,0
1636,13570,1,106,6,1,6,0,0,0,0,0,1,0,0,0,0,0
3112,25698,1,175,14,1,14,0,0,1,0,0,0,2,0,0,0,0
3402,28139,1,422,12,11,46,2,1,3,0,1,0,2,0,0,0,0
1643,13606,1,225,16,12,76,1,2,5,1,2,0,1,0,1,1,0
1308,10919,0,310,16,2,18,0,0,1,0,0,0,1,0,0,0,0
1217,10206,1,415,10,12,68,3,0,2,1,1,2,2,0,0,0,0
3082,25495,1,292,2,2,6,0,0,0,0,0,1,0,0,0,0,0
2914,24049,1,196,18,1,18,1,0,0,0,0,0,0,1,0,0,0
442,3966,1,122,4,1,4,0,0,0,0,0,0,0,0,0,0,0
2185,18040,1,303,10,11,58,2,1,2,1,0,2,0,0,0,0,0
3303,27263,0,132,10,1,10,0,0,0,0,0,0,1,0,0,0,0
3937,32415,1,204,14,1,14,0,0,0,0,0,0,1,0,0,0,0
2436,20041,0,354,24,4,32,1,1,0,1,0,0,1,0,0,0,0
3816,31513,0,249,10,6,32,0,1,0,0,1,0,0,0,0,0,0
999,8245,0,303,10,2,16,1,0,0,0,0,0,0,0,0,0,0
3851,31779,1,80,14,1,14,0,0,0,0,0,1,0,0,0,0,0
2692,22318,0,206,10,6,28,0,0,2,1,1,0,1,0,2,0,0
1303,10891,1,306,12,2,18,0,1,0,0,0,0,0,0,0,0,0
3243,26690,1,158,6,3,24,1,0,0,0,0,0,0,0,0,0,0
732,6309,1,69,8,3,20,0,0,0,0,0,0,2,0,0,0,0
1082,9068,1,377,4,11,48,0,1,4,0,1,1,1,1,1,1,0
1819,14983,1,49,28,1,28,0,0,1,0,0,0,0,0,0,0,1
1799,14837,1,135,18,2,22,0,0,1,0,0,0,0,0,0,0,0
2593,21455,1,79,2,3,16,1,0,0,1,0,0,0,0,0,0,1
1410,11734,1,326,4,2,6,0,0,0,0,0,0,0,0,0,0,0
3639,30204,1,294,12,1,12,0,0,0,0,0,0,1,0,0,0,0
3487,28959,1,416,10,11,72,2,0,1,1,3,1,1,0,0,1,0
1372,11484,1,34,14,1,14,0,0,0,0,1,0,0,0,0,0,0
3484,28932,1,165,14,1,14,1,0,0,0,0,0,0,0,0,0,0
328,2901,0,48,10,1,10,0,0,0,0,0,0,0,0,0,0,1
2365,19400,1,150,18,7,32,2,1,1,0,0,0,0,0,0,0,0
773,6638,1,91,2,2,8,0,0,0,0,0,0,0,0,0,0,0
3120,25752,1,479,18,12,78,0,0,4,2,2,0,1,0,0,0,0
955,7884,0,414,2,9,24,1,0,0,0,1,1,1,0,0,0,1
2837,23503,1,158,18,4,32,2,0,2,0,0,0,0,0,0,0,0
891,7440,1,136,8,2,12,0,0,0,0,0,0,0,0,0,0,0
264,2299,1,90,10,5,38,0,0,2,0,0,0,1,1,0,0,0
2753,22762,1,163,14,6,30,1,2,0,2,0,0,0,0,0,0,0
3969,32705,1,62,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1693,13980,1,259,8,2,12,0,0,0,0,0,0,1,0,0,0,0
985,8097,1,251,16,12,82,3,0,3,3,1,0,2,0,0,0,0
920,7662,0,305,2,2,10,0,0,0,0,0,0,0,0,0,0,0
3840,31684,1,156,14,1,14,0,0,1,0,0,0,0,0,0,0,0
3680,30578,1,348,14,8,58,0,0,5,0,2,0,0,0,0,0,0
3459,28723,1,215,34,1,34,0,0,0,0,0,0,0,0,0,0,1
167,1371,1,295,32,2,40,2,0,0,0,0,0,0,0,0,0,0
3656,30381,1,215,6,1,6,0,0,0,0,0,1,0,0,0,0,0
3175,26200,1,210,4,11,38,0,1,2,2,2,0,1,0,0,0,0
3055,25320,1,421,12,9,44,3,1,0,0,0,0,2,0,0,0,1
3825,31548,1,247,8,7,34,2,0,1,1,0,1,0,0,0,0,0
56,439,0,305,6,9,40,2,1,1,1,0,2,1,0,0,0,0
1131,9548,1,183,12,2,16,0,1,0,0,0,0,0,0,0,0,0
3302,27261,0,90,14,4,32,0,0,2,1,0,0,0,0,0,0,0
3945,32521,1,317,16,5,36,2,0,0,0,1,0,1,0,1,0,0
3948,32559,1,94,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1612,13342,1,373,6,10,54,1,1,2,3,1,0,1,0,0,1,1
155,1283,1,217,14,2,20,1,0,0,0,1,0,0,0,0,0,0
757,6521,1,100,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3238,26672,1,265,10,2,16,0,0,0,0,1,1,0,0,0,0,0
412,3684,1,144,6,8,38,0,0,2,1,1,1,1,1,1,1,0
2258,18593,1,237,2,1,2,0,0,0,0,0,2,0,0,0,0,0
1566,12982,1,312,10,2,16,1,0,0,0,0,0,0,0,0,0,0
2907,23981,1,144,30,6,60,2,0,4,0,0,0,0,0,0,0,0
1220,10223,1,165,12,1,12,0,0,0,0,0,0,0,0,0,0,0
3063,25352,1,395,14,10,70,1,2,3,1,1,0,0,2,2,0,0
1752,14431,1,312,30,2,38,1,0,1,0,0,0,0,1,0,0,0
447,4004,1,201,14,7,54,1,0,5,0,0,1,0,0,0,0,0
3512,29144,0,341,24,4,36,0,1,1,1,1,0,0,0,0,0,0
969,7973,1,299,12,7,38,1,2,1,0,1,0,0,0,0,0,0
853,7107,1,202,8,11,32,1,0,1,1,0,1,3,0,0,0,1
346,3047,1,82,16,3,26,0,1,0,0,0,1,1,0,0,0,0
3203,26378,1,444,8,11,36,3,0,1,2,0,0,1,0,0,0,0
1431,11896,1,429,14,11,74,2,1,3,2,1,1,1,0,0,0,0
3665,30489,1,142,22,2,28,0,0,1,0,0,0,0,0,0,0,0
3108,25674,0,275,12,1,12,0,0,0,0,0,0,0,0,0,0,0
3246,26717,1,126,12,6,42,0,0,1,2,1,0,0,0,0,0,1
2149,17745,1,199,12,6,38,0,0,1,1,1,0,1,0,0,0,0
3462,28744,1,128,16,2,22,2,0,0,0,0,0,0,1,0,0,0
1728,14258,0,63,14,2,20,0,0,2,0,0,0,0,0,0,0,0
1290,10811,1,177,14,1,14,0,0,1,0,0,0,0,0,0,0,0
927,7713,1,129,14,2,20,0,2,0,0,0,0,0,0,0,0,0
3768,31237,1,152,34,7,56,1,1,3,0,1,0,0,0,0,0,0
1439,11967,0,165,14,2,16,1,0,0,1,0,0,0,0,0,0,0
3075,25447,1,333,18,11,62,0,1,4,2,3,2,1,0,0,0,0
1544,12782,1,281,16,6,40,1,1,2,0,1,0,2,0,0,0,1
2216,18287,1,388,8,11,32,1,1,1,2,0,0,2,0,0,0,0
2819,23331,1,246,6,2,12,0,0,0,0,0,0,3,0,0,0,0
3172,26162,0,170,2,2,10,0,0,0,0,0,0,0,0,0,0,0
2547,21028,1,20,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3106,25661,1,216,8,2,14,1,0,0,0,0,0,1,0,0,0,0
1859,15337,1,174,10,2,12,0,0,0,0,0,0,1,0,0,0,0
2030,16801,1,20,30,1,30,0,0,0,1,0,0,0,1,0,1,0
991,8159,0,108,14,5,42,2,0,1,1,0,1,0,0,0,0,0
2357,19345,0,305,10,1,10,0,0,0,0,0,0,2,0,0,0,0
2930,24195,1,26,6,1,6,0,0,0,0,0,0,0,1,0,0,0
2388,19559,0,127,32,2,38,0,1,0,0,0,1,0,1,0,1,0
2229,18365,1,170,14,2,22,1,1,0,0,0,0,1,0,0,0,0
510,4629,1,290,34,1,34,0,0,1,0,0,0,0,0,0,0,0
1777,14631,1,81,2,5,16,0,0,1,0,0,0,0,0,0,0,0
1447,12011,1,274,20,7,52,3,0,1,2,1,0,0,0,0,0,0
3084,25499,0,270,2,2,6,0,0,0,0,0,0,0,0,0,0,0
3251,26762,1,68,14,2,20,0,0,0,1,1,0,0,0,0,0,0
85,687,0,178,26,8,56,1,1,2,0,0,2,2,1,0,1,0
2389,19563,1,25,2,1,2,0,0,0,0,0,1,0,0,0,0,0
561,5083,1,224,32,1,32,0,0,0,1,0,0,0,0,0,0,0
633,5715,1,341,2,3,12,0,0,0,0,0,0,0,0,0,0,0
3319,27359,0,57,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3398,28113,1,190,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1562,12952,0,167,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2416,19868,1,342,22,9,70,2,2,4,0,0,0,3,0,1,0,0
165,1364,1,477,20,12,68,2,1,5,0,0,1,3,1,0,0,0
1933,16015,1,163,10,5,20,2,0,0,0,1,0,0,0,0,0,0
843,7059,1,110,6,3,20,0,0,1,0,0,0,0,0,0,0,0
2031,16805,1,216,16,6,48,2,0,1,1,0,0,0,0,0,0,1
849,7094,1,157,12,6,38,0,0,2,1,0,1,0,1,0,1,0
1240,10365,1,359,12,12,78,2,1,2,1,2,1,2,1,1,1,0
3052,25301,0,157,6,8,34,1,0,1,1,2,1,0,0,0,0,0
2408,19749,1,79,12,2,16,1,0,0,0,0,1,0,0,0,0,0
40,330,0,211,6,11,44,3,2,2,0,0,2,1,2,0,1,0
3710,30827,1,158,6,2,12,0,0,0,0,0,0,0,0,0,0,0
439,3927,1,366,10,12,70,3,0,2,1,0,1,2,0,0,0,0
2186,18064,1,442,14,10,40,0,3,3,1,0,0,1,0,0,0,0
312,2771,0,356,4,6,22,1,0,0,1,0,0,0,0,0,0,1
2011,16672,1,289,16,1,16,0,0,0,0,0,0,0,0,0,0,0
3244,26696,0,312,24,12,92,2,0,1,2,3,0,1,0,1,0,0
2110,17419,0,202,10,4,26,1,0,0,1,0,2,0,0,0,0,0
3869,31920,1,222,34,2,40,0,0,1,0,0,0,0,0,0,0,0
2059,17036,1,134,12,2,14,1,0,0,0,0,0,0,0,0,0,0
3310,27289,1,348,14,10,60,1,0,4,3,0,2,0,0,0,1,0
3749,31143,1,139,6,8,38,1,2,0,0,0,0,0,0,1,1,0
948,7821,1,70,8,4,22,1,0,0,2,0,0,0,0,0,0,0
803,6801,1,131,14,2,22,1,0,1,0,0,0,0,0,0,0,0
698,6113,0,284,4,2,8,0,0,0,0,0,0,0,0,0,0,0
2265,18623,1,228,12,5,34,1,0,0,0,1,1,0,0,0,0,1
1950,16128,1,271,14,2,16,1,0,0,0,0,2,0,0,0,0,0
2755,22779,1,227,8,10,56,2,0,1,2,1,0,0,0,0,0,0
720,6249,1,191,20,8,44,3,1,2,0,1,1,0,0,0,0,0
429,3817,1,377,6,12,34,3,1,0,0,0,2,2,0,0,0,1
1830,15091,1,165,34,7,64,0,0,3,1,0,2,0,0,0,0,0
805,6818,1,260,6,7,38,1,0,4,1,0,0,0,0,0,0,0
2766,22877,0,179,10,2,18,0,0,0,0,1,0,0,0,0,0,0
3671,30520,0,36,4,1,4,0,0,0,0,0,0,0,0,0,0,0
454,4073,1,76,22,1,22,0,0,0,1,0,0,0,0,0,0,0
1849,15218,1,190,34,7,48,2,0,5,0,0,0,1,0,0,0,0
1031,8528,0,455,12,11,66,2,0,3,4,0,0,1,1,0,0,0
2982,24658,0,157,14,2,22,0,0,2,0,0,0,0,2,0,0,0
3842,31708,1,297,2,1,2,0,0,0,0,0,0,0,1,0,0,1
3538,29409,1,78,14,1,14,0,0,0,1,0,1,0,0,0,0,0
1438,11965,1,62,8,2,12,0,0,0,0,0,0,0,0,0,0,0
3817,31522,1,298,26,2,28,1,0,0,0,0,0,0,0,0,0,0
2486,20456,1,181,10,1,10,0,0,0,0,0,0,0,0,0,0,1
3571,29643,1,63,6,2,10,0,0,0,0,0,0,0,0,0,0,0
2650,21980,0,104,2,3,10,0,0,0,0,0,0,0,0,0,0,0
3967,32684,0,357,8,9,26,3,0,1,0,1,2,1,0,0,0,0
784,6703,1,374,10,5,30,2,0,1,1,0,0,0,1,0,0,0
449,4027,1,227,12,6,36,1,0,1,0,1,1,1,0,0,0,0
2716,22500,1,40,14,2,18,1,0,0,1,0,0,0,0,0,0,0
550,5025,1,357,18,10,56,4,1,0,1,1,0,3,0,0,0,0
123,1076,0,139,30,2,34,0,0,1,0,1,0,0,0,1,0,0
1865,15391,0,118,10,2,16,1,0,0,0,0,0,0,0,0,0,0
798,6766,0,278,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2533,20888,1,153,12,4,20,1,1,1,0,0,0,1,0,0,0,0
2936,24261,1,278,10,2,18,0,0,0,1,0,2,2,0,0,0,0
1748,14404,1,57,16,2,22,0,0,2,0,0,0,0,0,0,0,0
1679,13870,1,206,6,2,8,0,0,0,0,0,0,2,0,0,0,0
570,5170,1,384,6,8,26,1,0,1,1,1,0,0,1,1,0,0
3071,25424,1,235,8,1,8,0,0,0,0,0,0,0,2,0,0,0
411,3681,0,354,26,7,42,1,2,2,0,0,0,2,1,0,0,0
2736,22667,1,131,14,2,20,0,0,1,1,0,0,0,0,0,0,0
3437,28493,0,306,18,2,24,1,0,0,0,0,0,0,1,0,0,0
2829,23411,1,370,14,12,42,2,1,1,3,3,1,1,0,2,0,0
261,2268,0,40,22,1,22,0,0,0,1,0,0,0,0,0,0,0
1037,8551,1,177,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1218,10207,1,276,32,7,64,1,0,5,0,1,0,0,1,0,0,0
2888,23837,0,111,4,4,14,0,0,1,0,0,1,0,1,0,0,0
61,477,0,123,12,2,16,1,0,0,0,0,0,0,0,0,0,1
787,6718,1,223,8,4,20,0,0,2,0,0,0,0,1,0,0,0
721,6256,0,49,16,3,22,1,0,0,1,0,1,0,0,0,0,0
1436,11943,1,274,16,2,24,0,0,1,0,0,1,0,0,0,0,0
895,7462,1,208,10,10,58,2,1,2,1,0,1,2,0,0,0,0
1780,14668,1,205,8,2,10,0,0,0,0,0,0,1,0,0,0,0
3478,28881,0,401,10,9,60,3,0,1,0,2,0,3,1,0,1,0
3978,32805,1,20,16,1,16,0,0,0,1,0,0,0,0,0,0,0
1199,10037,1,200,4,2,10,0,0,0,0,0,0,0,0,0,0,0
2621,21764,0,68,10,2,16,0,0,0,0,1,1,0,0,0,0,0
3432,28404,1,173,18,1,18,0,0,0,0,1,0,0,1,0,0,0
741,6389,0,139,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3674,30547,1,108,8,3,26,0,0,1,0,0,0,1,0,0,0,0
3983,32866,0,266,14,3,22,0,2,0,1,0,0,1,0,0,0,0
1912,15830,0,221,14,1,14,0,0,0,0,1,0,0,0,0,0,0
2405,19702,1,260,10,1,10,0,0,0,0,0,0,2,0,0,0,0
3073,25440,1,300,8,1,8,0,0,0,0,0,0,0,2,0,0,0
3006,24875,0,368,14,12,38,5,1,0,1,1,0,2,0,0,0,0
3391,28049,0,171,6,11,64,3,1,2,1,0,0,0,0,0,0,0
520,4748,1,187,2,8,44,3,1,2,1,0,0,0,1,0,0,0
3611,29962,0,269,10,2,18,0,0,1,0,0,0,0,0,0,0,1
2468,20289,1,258,16,2,22,0,0,1,0,0,0,1,0,0,0,0
3585,29777,0,32,36,2,38,0,0,1,0,0,0,0,0,0,0,0
1491,12388,0,225,30,1,30,1,0,0,0,0,0,0,0,0,0,0
921,7666,1,400,14,9,56,1,0,2,2,0,2,2,1,0,0,0
2127,17569,1,174,16,2,22,0,0,1,0,0,0,1,0,0,0,0
3064,25368,1,98,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1492,12394,1,147,14,1,14,0,0,0,0,0,1,0,0,0,0,1
1883,15544,1,152,2,1,2,0,0,0,0,0,0,1,0,0,0,1
1681,13888,1,223,32,2,36,1,0,0,0,0,0,1,0,0,0,0
3781,31294,0,174,8,6,36,0,1,2,1,0,0,0,0,0,0,0
1770,14582,0,160,16,2,24,2,0,0,0,0,1,0,0,0,0,0
589,5345,1,240,12,2,16,0,0,1,0,0,0,0,0,0,0,0
2397,19644,0,359,12,11,70,3,1,1,1,1,0,0,0,0,0,0
1857,15307,0,112,8,2,16,0,0,1,0,0,0,0,0,0,0,0
1206,10066,1,170,32,8,54,2,1,0,2,1,0,2,0,0,0,0
406,3665,1,152,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1882,15536,1,270,16,5,40,1,1,2,0,0,0,0,0,0,0,0
1121,9440,0,135,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1274,10696,1,220,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1053,8722,1,227,26,6,38,1,1,1,0,0,0,3,0,0,0,0
3875,31959,1,407,10,12,80,2,0,4,2,0,0,1,0,0,0,0
711,6196,1,49,12,3,26,0,1,1,0,0,0,0,0,0,0,0
1423,11865,1,370,14,12,68,2,1,3,2,0,1,2,0,0,0,0
2465,20262,1,225,8,2,14,1,0,0,0,0,0,0,0,0,0,0
273,2382,1,305,16,8,60,2,0,0,2,2,0,2,0,0,0,0
1624,13469,1,175,12,2,16,0,0,0,0,1,0,0,0,0,0,0
3509,29131,1,262,14,2,20,1,0,1,0,0,0,0,0,0,0,0
3334,27491,0,235,4,2,10,0,0,0,0,0,0,1,0,0,0,1
2000,16576,0,263,10,1,10,0,0,0,0,0,0,1,0,0,0,0
1005,8294,1,303,12,2,20,1,0,0,0,0,0,0,0,0,0,0
2142,17725,0,305,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2803,23217,1,344,36,4,50,2,0,1,0,1,1,0,0,0,0,0
1464,12161,0,124,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2024,16716,1,239,10,9,46,1,1,0,1,0,0,2,0,0,0,0
3668,30503,1,459,16,12,58,3,1,1,2,2,0,4,0,0,1,0
1570,13002,1,222,12,3,24,0,0,1,0,0,0,1,0,0,0,0
993,8177,0,209,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1975,16373,0,176,8,3,14,0,0,0,1,0,0,0,0,0,0,0
3959,32645,1,323,10,2,14,0,0,1,0,0,0,1,0,0,0,0
3770,31249,1,164,32,4,52,0,0,1,1,0,0,0,0,0,0,0
508,4596,1,231,26,1,26,0,0,1,0,0,0,0,0,0,0,0
3470,28797,1,167,10,8,40,1,0,2,1,1,0,0,1,0,0,0
1649,13684,1,122,30,1,30,0,0,0,0,0,0,0,0,0,0,0
1928,15973,1,91,16,2,24,0,1,0,0,1,0,0,0,0,0,0
989,8142,1,158,14,5,38,1,0,1,1,0,2,0,1,0,1,0
1117,9380,0,193,10,6,28,0,1,1,0,2,1,0,0,0,0,0
3194,26274,1,138,10,8,54,2,1,1,0,2,0,0,0,0,0,0
1978,16387,1,221,10,2,16,0,0,1,0,0,2,0,0,0,0,0
3913,32242,0,303,26,7,46,3,0,1,2,0,2,0,0,0,1,0
3338,27520,0,217,14,2,16,1,0,1,0,0,1,0,0,0,0,0
1092,9155,1,231,32,10,72,2,0,5,3,0,0,0,0,0,0,0
591,5350,1,245,18,4,34,0,0,0,0,0,1,3,0,0,0,1
2900,23902,0,113,8,2,16,1,0,0,0,0,0,0,0,0,0,0
255,2227,1,167,18,5,32,1,0,1,3,0,0,0,0,0,0,0
2820,23336,0,157,14,2,18,1,1,0,0,0,0,0,1,0,0,0
1114,9357,1,215,10,8,42,0,2,1,1,1,1,1,0,0,0,0
3403,28155,0,126,16,1,16,0,1,0,0,0,0,0,0,0,0,0
2536,20937,1,110,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1458,12098,1,200,30,4,44,1,1,1,0,0,0,1,1,0,0,0
2691,22313,1,210,16,2,24,0,0,1,0,1,0,1,0,0,0,0
3121,25755,1,58,6,2,8,0,0,0,0,0,0,0,0,0,0,0
2746,22736,1,150,30,5,42,1,0,1,1,2,3,0,0,0,0,0
775,6642,1,310,6,1,6,0,0,0,0,0,0,0,0,0,0,0
24,201,1,57,2,1,2,0,0,0,0,0,0,0,0,0,0,0
129,1101,1,257,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3971,32712,1,299,6,2,10,0,0,0,0,0,0,0,0,0,0,0
366,3159,1,233,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2491,20511,1,153,16,2,20,0,0,0,0,1,1,1,0,0,0,0
3380,27941,1,233,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1613,13353,1,165,18,11,56,2,1,4,1,1,0,0,0,0,0,0
1911,15812,0,286,4,2,12,0,0,0,0,0,0,0,0,0,0,0
3157,26051,1,161,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1332,11065,1,432,16,9,38,0,2,5,1,0,0,1,0,0,0,0
2318,19016,0,161,14,1,14,0,1,0,0,0,1,0,0,0,0,0
3401,28136,0,100,14,2,18,0,0,1,0,0,0,0,0,0,0,0
3836,31653,1,283,12,10,70,2,0,3,0,1,1,1,0,0,0,0
1596,13233,1,246,2,2,10,0,0,0,0,0,0,0,0,0,0,0
3632,30151,0,76,12,4,32,2,0,0,1,0,1,0,1,0,0,0
684,6037,0,422,26,12,82,2,2,3,0,1,1,3,2,0,0,0
2810,23285,0,289,12,3,26,0,0,0,2,0,0,0,0,0,0,0
3164,26081,0,133,12,5,38,0,1,2,1,0,0,0,0,0,0,0
3067,25378,1,296,10,5,38,1,0,0,1,0,0,0,0,0,0,0
3234,26633,0,335,24,3,30,1,0,0,1,1,0,1,0,0,0,0
1568,12992,1,238,10,1,10,0,0,0,0,0,0,2,1,0,0,1
1983,16440,1,104,14,2,16,1,0,0,0,0,0,0,0,0,0,0
2725,22569,1,271,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3117,25735,1,398,2,7,20,1,0,1,0,0,1,0,0,0,0,0
1400,11655,1,77,4,1,4,0,0,0,0,0,0,0,0,0,0,0
2429,19977,0,176,12,2,18,0,0,1,0,0,3,1,0,0,0,0
2482,20422,1,119,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3468,28791,0,213,10,9,56,1,0,0,3,0,0,1,1,0,0,0
2984,24684,1,89,8,2,10,0,0,0,0,0,0,0,0,0,0,0
274,2383,1,218,14,8,48,1,0,3,1,0,1,2,0,0,0,0
1702,14044,1,233,30,1,30,0,0,1,0,0,0,0,0,0,0,0
2935,24247,0,334,4,12,30,1,1,3,0,0,0,0,0,0,0,0
2439,20048,0,161,22,2,28,2,0,0,0,0,0,0,0,0,0,0
2070,17132,0,155,2,3,8,0,0,0,0,0,0,0,0,0,0,0
18,126,0,81,22,1,22,0,0,1,0,0,0,0,0,0,0,0
2645,21957,0,280,6,8,52,2,1,2,0,0,0,1,1,0,0,0
3878,31997,0,182,4,11,44,3,0,1,0,2,0,0,1,0,0,0
1798,14836,1,28,16,1,16,1,0,0,0,0,0,0,0,0,0,0
3450,28575,1,240,26,2,32,1,0,0,0,0,0,0,0,0,0,0
1628,13515,1,184,12,10,60,1,1,2,2,0,0,0,0,0,0,0
1944,16082,1,33,34,2,38,0,0,1,0,1,0,0,0,0,0,0
966,7958,0,271,2,6,34,1,0,1,1,1,0,0,0,0,0,0
1740,14340,1,130,12,1,12,0,0,0,0,0,0,0,1,0,0,0
914,7614,1,151,4,1,4,0,0,0,0,0,0,0,0,0,0,0
314,2798,1,258,14,2,18,1,0,0,0,1,0,0,0,0,0,0
679,5982,0,63,14,1,14,0,1,0,0,0,0,0,0,0,0,0
3409,28202,1,415,4,10,24,2,1,0,1,0,0,0,0,0,0,0
666,5903,1,156,10,5,34,1,0,1,1,0,1,0,0,0,0,0
2664,22075,1,206,10,2,12,0,0,0,0,0,0,1,0,0,0,0
103,876,0,176,6,7,20,2,1,1,0,0,0,0,1,0,0,0
